airline_sentiment,text,cleaned_text
positive,"@SouthwestAir 2/22-MDW 2 SAN flt 1687 attendant Melissa was awesome! Fast, smiling, great. After weather Cancelled Flight day b4, it was welcome",222MDW 2 SAN flt 1687 attendant Melissa was awesome Fast smiling great After weather Cancelled Flight day b4 it was welcome
negative,@SouthwestAir been all up and down the area where the pic was taken and don't see any albums.,been all up and down the area where the pic was taken and dont see any albums
neutral,@SouthwestAir I enjoyed a call from my good friend he's Flight Booking Problems his flights elsewhere as I tweet one at a time I will tell as many as I can,I enjoyed a call from my good friend hes Flight Booking Problems his flights elsewhere as I tweet one at a time I will tell as many as I can
positive,@SouthwestAir thank you. Great customer service so far. Accidents happen I understand. Hopefully everything works out.,thank you Great customer service so far Accidents happen I understand Hopefully everything works out
negative,@SouthwestAir my question is this: what's up with the crazy boarding procedure? Does the confusion prevent fistfights over the good seats?,my question is this whats up with the crazy boarding procedure Does the confusion prevent fistfights over the good seats
neutral,@SouthwestAir opened online applications for Fall 2015 intern positions throughout the company.  Apply via https://t.co/GmL7ot3IMH,opened online applications for Fall 2015 intern positions throughout the company  Apply via
neutral,@SouthwestAir honesty should always be the policy,honesty should always be the policy
positive,@SouthwestAir thanks for the quick response. Should I call daily it wait the 5 days.,thanks for the quick response Should I call daily it wait the 5 days
neutral,@SouthwestAir New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/iQnVyFPg4P,New marketing song  let us know what you think
positive,@SouthwestAir seeing your workers time in and time out going above and beyond is why I love flying with you guys. Thank you!,seeing your workers time in and time out going above and beyond is why I love flying with you guys Thank you
positive,@SouthwestAir Travel agent Darrel here at Love Field hosting a paper airplane contest to entertain all the children was so awesome to see!,Travel agent Darrel here at Love Field hosting a paper airplane contest to entertain all the children was so awesome to see
positive,@SouthwestAir Big kudos to your staff today at Dallas Love Field for lifting everyone's spirits today with all the delays and Cancelled Flightlations,Big kudos to your staff today at Dallas Love Field for lifting everyones spirits today with all the delays and Cancelled Flightlations
positive,"@SouthwestAir it's not fun having a delay from Nashville to Las Vegas, but the crew at the gate C9 desk has been AWESOME! #patience #luvswa",its not fun having a delay from Nashville to Las Vegas but the crew at the gate C9 desk has been AWESOME patience luvswa
positive,Never got to the strip that fast before. Stoked for special @Imaginedragons show tonight! Thx again @SouthwestAir! http://t.co/ToPqmVqnJp,Never got to the strip that fast before Stoked for special  show tonight Thx again
negative,@SouthwestAir The problem is apologies don't help. Results matter and it's proving impossible to find anyone who is interested in that.,The problem is apologies dont help Results matter and its proving impossible to find anyone who is interested in that
neutral,@SouthwestAir no fare giving out clues.  In route now.,no fare giving out clues  In route now
positive,@SouthwestAir telling my Fam in Vegas now. :),telling my Fam in Vegas now
neutral,@SouthwestAir How many tickets are left?,How many tickets are left
positive,@SouthwestAir thank you!,thank you
negative,@SouthwestAir- is new #MKT strategy to be average like all the rest? #whathappend? RR Points Devalued- AGAIN -http://t.co/mDbDYomrs7,is new MKT strategy to be average like all the rest whathappend RR Points Devalued AGAIN
negative,"@SouthwestAir ruined my Sunday. 3+ hours of delays out of DIA, now my bags are at the wrong airport. $35 to deliver them? Insult to injury.",ruined my Sunday 3 hours of delays out of DIA now my bags are at the wrong airport 35 to deliver them Insult to injury
positive,"@SouthwestAir What can we do to bring you back to Jackson, MS?! We miss you terribly around here. These other airlines are horrible!!",What can we do to bring you back to Jackson MS We miss you terribly around here These other airlines are horrible
positive,@SouthwestAir 3 hours and 80 degree difference. Yes please!!  MHT TO MCO @sadie4406 http://t.co/MRAW3qDw4D,3 hours and 80 degree difference Yes please  MHT TO MCO
negative,"@SouthwestAir sent. looking for that functionality in your app, though. should be a one click action.",sent looking for that functionality in your app though should be a one click action
negative,"@SouthwestAir like kelsey said, really bad spot for locals. Do you know how long it takes to find parking then walking over to the bellagio?",like kelsey said really bad spot for locals Do you know how long it takes to find parking then walking over to the bellagio
neutral,@SouthwestAir are 5 people there?,are 5 people there
positive,@SouthwestAir looks like Bellagio to me! Good luck people! See you at the show at Vinyl,looks like Bellagio to me Good luck people See you at the show at Vinyl
positive,@SouthwestAir Can a pair of tickets waiting for me after my sports practice? I live here and definitely know where that is! @Imaginedragons,Can a pair of tickets waiting for me after my sports practice I live here and definitely know where that is
positive,@SouthwestAir Love Southwest. You guys have been good to me! http://t.co/X4tDY84dBH,Love Southwest You guys have been good to me
negative,@SouthwestAir how about #destinationdragon tix for tonite for the inconvenience since I am not there to play scavenger hunt?,how about destinationdragon tix for tonite for the inconvenience since I am not there to play scavenger hunt
neutral,"@SouthwestAir Dang, if only practice was an hour Late Flightr today...",Dang if only practice was an hour Late Flightr today
neutral,@SouthwestAir #Vegas I was there 5 days ago. Miss the  Warm Weather,Vegas I was there 5 days ago Miss the  Warm Weather
positive,@SouthwestAir Your crew on 3138 is doing a great job of keeping everyone informed during the delays #givethemraises,Your crew on 3138 is doing a great job of keeping everyone informed during the delays givethemraises
negative,@SouthwestAir right? We're delayed so I'm crabby. :) Also why do you allow one family member to purchase EarlyBird check in and hold rows?,right Were delayed so Im crabby  Also why do you allow one family member to purchase EarlyBird check in and hold rows
positive,@SouthwestAir really easy for locals to get down to the strip. book.,really easy for locals to get down to the strip book
neutral,@SouthwestAir: grrrrrr I need a flight there first! Maybe for my bday next month...,grrrrrr I need a flight there first Maybe for my bday next month
positive,@SouthwestAir LUV! your new Luv Television Commercials. Traveled on your airline last year return trip from NYC...#feltthelove,LUV your new Luv Television Commercials Traveled on your airline last year return trip from NYCfeltthelove
neutral,"@SouthwestAir is it possible to add travel arranged by my employer to my upcoming travel? I can retrieve a reservation, but that's it.",is it possible to add travel arranged by my employer to my upcoming travel I can retrieve a reservation but thats it
neutral,@SouthwestAir Is it possible to add companion to only the 2nd leg of a trip?,Is it possible to add companion to only the 2nd leg of a trip
positive,@SouthwestAir best airline 👌,best airline
positive,@southwestair #netneutrality Nice to see you prioritize Internet traffic to your own streaming service over other web sites!,netneutrality Nice to see you prioritize Internet traffic to your own streaming service over other web sites
